State,State_code,District,District_code,Market_code,Market 
Maharashtra,MH,Gadchiroli,24,2511,Armori(Desaiganj)
Maharashtra,MH,Gadchiroli,24,1819,Chamorshi
Maharashtra,MH,Gadchiroli,24,606,Gandchiroli
Maharashtra,MH,Gadchiroli,24,4766,Sironcha
Maharashtra,MH,Gondiya,34,603,Amgaon
Maharashtra,MH,Gondiya,34,604,Arjuni
Maharashtra,MH,Gondiya,34,4762,Devri
Maharashtra,MH,Gondiya,34,1511,Gondiya
Maharashtra,MH,Gondiya,34,2121,Goregaon
Maharashtra,MH,Gondiya,34,4761,Sadak Arjuni
Maharashtra,MH,Gondiya,34,1512,Tiroda
Maharashtra,MH,Hingoli,35,10075,Adarsh Krushi Bazar
Maharashtra,MH,Hingoli,35,2090,Akhadabalapur
Maharashtra,MH,Hingoli,35,2091,Basmat
Maharashtra,MH,Hingoli,35,3968,Basmat(Kurunda)
Maharashtra,MH,Hingoli,35,10103,Gajanaan Krushi Bazar
Maharashtra,MH,Hingoli,35,10100,Gajanan Krushi Utpanna Bazar (India) Pvt Ltd
Maharashtra,MH,Hingoli,35,590,Hingoli
Maharashtra,MH,Hingoli,35,2503,Hingoli(Kanegoan Naka)
Maharashtra,MH,Hingoli,35,2093,Jawala-Bajar
Maharashtra,MH,Hingoli,35,1830,Kalamnuri
Maharashtra,MH,Hingoli,35,10083,Marathawada Shetkari Khajgi Bazar Parisar
Maharashtra,MH,Hingoli,35,10090,"Sant Namdev Krushi Bazar,"
Maharashtra,MH,Hingoli,35,2092,Sengoan
Maharashtra,MH,Hingoli,35,10073,Vitthal Krushi Utpanna Bazar
Maharashtra,MH,Jalana,6,1822,Ambad (Vadigodri)
Maharashtra,MH,Jalana,6,2388,Ashti(Jalna)
Maharashtra,MH,Jalana,6,584,Bhokardan
Maharashtra,MH,Jalana,6,2500,Bhokardan(Pimpalgaon Renu)
Maharashtra,MH,Jalana,6,2389,Ghansawangi
Maharashtra,MH,Jalana,6,4755,Jafrabad
Maharashtra,MH,Jalana,6,158,Jalana
Maharashtra,MH,Jalana,6,2501,Jalna(Badnapur)
Maharashtra,MH,Jalana,6,2085,Mantha
Maharashtra,MH,Jalana,6,1472,Partur
Maharashtra,MH,Jalana,6,3965,Partur(Vatur)
Maharashtra,MH,Jalgaon,7,570,Amalner
Maharashtra,MH,Jalgaon,7,1438,Bhusaval
Maharashtra,MH,Jalgaon,7,1439,Bodwad
Maharashtra,MH,Jalgaon,7,2479,Bodwad(Varangaon)
Maharashtra,MH,Jalgaon,7,571,Chalisgaon
Maharashtra,MH,Jalgaon,7,572,Chopada
Maharashtra,MH,Jalgaon,7,1440,Dharangaon
Maharashtra,MH,Jalgaon,7,10058,Gopal Krishna Agro
Maharashtra,MH,Jalgaon,7,10054,Govardhan Farm Produce Market
Maharashtra,MH,Jalgaon,7,10057,J S K Agro Market
Maharashtra,MH,Jalgaon,7,159,Jalgaon
Maharashtra,MH,Jalgaon,7,2480,Jalgaon(Masawat)
Maharashtra,MH,Jalgaon,7,1442,Jamner
Maharashtra,MH,Jalgaon,7,2481,Jamner(Neri)
Maharashtra,MH,Jalgaon,7,10063,Laxmi Krushi Utpanna Khjgi Bajar
Maharashtra,MH,Jalgaon,7,10098,Mahavir Agri Market
Maharashtra,MH,Jalgaon,7,573,Pachora
Maharashtra,MH,Jalgaon,7,2482,Pachora(Bhadgaon)
Maharashtra,MH,Jalgaon,7,1443,Parola
Maharashtra,MH,Jalgaon,7,1444,Raver
Maharashtra,MH,Jalgaon,7,2483,Raver(Sauda)
Maharashtra,MH,Jalgaon,7,10071,Sanghavi Agriculture Marketing
Maharashtra,MH,Jalgaon,7,10064,Shantilal Jain Agro
Maharashtra,MH,Jalgaon,7,10065,Vijaya Agri Private Market
Maharashtra,MH,Jalgaon,7,10085,Yashika Agro Marketing
Maharashtra,MH,Jalgaon,7,1445,Yawal
Maharashtra,MH,Kolhapur,8,1451,Gadhinglaj
Maharashtra,MH,Kolhapur,8,1452,Jaysingpur
Maharashtra,MH,Kolhapur,8,160,Kolhapur
Maharashtra,MH,Kolhapur,8,2489,Kolhapur(Laxmipuri)
Maharashtra,MH,Kolhapur,8,2490,Kolhapur(Malkapur)
Maharashtra,MH,Kolhapur,8,1453,Vadgaonpeth
Maharashtra,MH,Latur,9,1825,Ahmedpur
Maharashtra,MH,Latur,9,2127,Aurad Shahajani
Maharashtra,MH,Latur,9,2124,Ausa
Maharashtra,MH,Latur,9,2126,Chakur
Maharashtra,MH,Latur,9,4757,Devani
Maharashtra,MH,Latur,9,3112,Jalkot
Maharashtra,MH,Latur,9,161,Latur
Maharashtra,MH,Latur,9,2514,Latur(Murud)
Maharashtra,MH,Latur,9,2125,Nilanga
Maharashtra,MH,Latur,9,10082,Rangrao Patil Krushi Utpanna Khajgi Bazar
Maharashtra,MH,Latur,9,2128,Renapur
Maharashtra,MH,Latur,9,2392,Shirur Anantpal
Maharashtra,MH,Latur,9,586,Udgir
Maharashtra,MH,Latur,9,2515,Udgir(Devanibud)
Maharashtra,MH,Latur,9,3962,Udgir(Hali)
Maharashtra,MH,Mumbai,10,2379,All India Cottonseed Crushers Association
Maharashtra,MH,Mumbai,10,2473,Fruit Market
Maharashtra,MH,Mumbai,10,162,Mumbai
Maharashtra,MH,Mumbai,10,10053,NCDEX Spot Exchange
Maharashtra,MH,Mumbai,10,2472,Thane Market
Maharashtra,MH,Mumbai,10,3108,Vashi New Mumbai
Maharashtra,MH,Nagpur,11,1504,Bhiwapur
Maharashtra,MH,Nagpur,11,4754,Hingna
Maharashtra,MH,Nagpur,11,1505,Kalmeshwar
Maharashtra,MH,Nagpur,11,3972,Kamthi
Maharashtra,MH,Nagpur,11,1506,Katol
Maharashtra,MH,Nagpur,11,2116,Mandhal
Maharashtra,MH,Nagpur,11,4763,Mauda
Maharashtra,MH,Nagpur,11,10066,MS Kalpana Agri Commodities Marketing
Maharashtra,MH,Nagpur,11,163,Nagpur
Maharashtra,MH,Nagpur,11,3109,Nagpur(Hingna)
Maharashtra,MH,Nagpur,11,2512,Nagpur(Mahatma Phule Market)
Maharashtra,MH,Nagpur,11,1507,Narkhed
Maharashtra,MH,Nagpur,11,2118,Parshiwani
Maharashtra,MH,Nagpur,11,2117,Ramtek
Maharashtra,MH,Nagpur,11,607,Savner
Maharashtra,MH,Nagpur,11,164,Umared
Maharashtra,MH,Nanded,25,587,Bhokar
Maharashtra,MH,Nanded,25,2136,Biloli
Maharashtra,MH,Nanded,25,588,Deglur
Maharashtra,MH,Nanded,25,1349,Dharmabad
Maharashtra,MH,Nanded,25,1518,Hadgaon
Maharashtra,MH,Nanded,25,2516,Hadgaon(Tamsa)
Maharashtra,MH,Nanded,25,2393,Hanegaon
Maharashtra,MH,Nanded,25,2133,Himalyatnagar
Maharashtra,MH,Nanded,25,2394,Islapur
Maharashtra,MH,Nanded,25,1519,Kandhar
Maharashtra,MH,Nanded,25,2129,Kinwat
Maharashtra,MH,Nanded,25,1829,Kundalwadi
Maharashtra,MH,Nanded,25,2135,Kuntur
Maharashtra,MH,Nanded,25,1520,Loha
Maharashtra,MH,Nanded,25,2134,Mahur
Maharashtra,MH,Nanded,25,2130,Mudkhed
Maharashtra,MH,Nanded,25,2131,Mukhed
Maharashtra,MH,Nanded,25,3967,Mukhed(Mukkambad)
Maharashtra,MH,Nanded,25,1521,Naigaon
Maharashtra,MH,Nanded,25,589,Nanded
Maharashtra,MH,Nanded,25,10114,Navratna Krishi Utpanna Khajgi Bazar
Maharashtra,MH,Nanded,25,10074,Shetkari Khajgi Bajar
Maharashtra,MH,Nanded,25,2132,Umari
Maharashtra,MH,Nandurbar,12,2076,Akkalkuwa
Maharashtra,MH,Nandurbar,12,2384,Dhadgaon
Maharashtra,MH,Nandurbar,12,3961,Nandubar(Koparli)
Maharashtra,MH,Nandurbar,12,165,Nandurbar
Maharashtra,MH,Nandurbar,12,2074,Navapur
Maharashtra,MH,Nandurbar,12,1450,Shahada
Maharashtra,MH,Nandurbar,12,2075,Taloda
Maharashtra,MH,Nashik,13,10097,Baphana Agro Market Inc
Maharashtra,MH,Nashik,13,171,Baswant
Maharashtra,MH,Nashik,13,574,Chandvad
Maharashtra,MH,Nashik,13,2073,Devala
Maharashtra,MH,Nashik,13,1449,Dindori
Maharashtra,MH,Nashik,13,2487,Dindori(Vani)
Maharashtra,MH,Nashik,13,1826,Ghoti
Maharashtra,MH,Nashik,13,1447,Kalvan
Maharashtra,MH,Nashik,13,169,Lasalgaon
Maharashtra,MH,Nashik,13,2484,Lasalgaon(Niphad)
Maharashtra,MH,Nashik,13,4750,Lasalgaon(Vinchur)
Maharashtra,MH,Nashik,13,166,Malegaon
Maharashtra,MH,Nashik,13,2485,Malegaon(Umarane)
Maharashtra,MH,Nashik,13,10120,Malharshree Farmers Producer Co Ltd
Maharashtra,MH,Nashik,13,10119,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank
Maharashtra,MH,Nashik,13,575,Manmad
Maharashtra,MH,Nashik,13,4764,Nampur
Maharashtra,MH,Nashik,13,1448,Nandgaon
Maharashtra,MH,Nashik,13,2486,Nashik(Devlali)
Maharashtra,MH,Nashik,13,168,Nasik
Maharashtra,MH,Nashik,13,10076,Perfect Krishi Market Yard
Maharashtra,MH,Nashik,13,170,Pimpalgaon
Maharashtra,MH,Nashik,13,2488,Pimpalgaon Baswant(Saykheda)
Maharashtra,MH,Nashik,13,10118,Premium Krushi Utpanna Bazar
Maharashtra,MH,Nashik,13,1801,Satana
Maharashtra,MH,Nashik,13,10121,Shivsiddha Govind Producer Company Limited Sanchal
Maharashtra,MH,Nashik,13,10116,Shree Rameshwar Krushi Market
Maharashtra,MH,Nashik,13,1815,Sinner
Maharashtra,MH,Nashik,13,2383,Suragana
Maharashtra,MH,Nashik,13,4760,Umrane
Maharashtra,MH,Nashik,13,167,Yeola
Maharashtra,MH,Osmanabad,36,2137,Bhoom
Maharashtra,MH,Osmanabad,36,1764,Kalamb(Osmanabad)
Maharashtra,MH,Osmanabad,36,2395,Lohara
Maharashtra,MH,Osmanabad,36,1765,Murim
Maharashtra,MH,Osmanabad,36,1828,Osmanabad
Maharashtra,MH,Osmanabad,36,2138,Paranda
Maharashtra,MH,Osmanabad,36,2139,Tuljapur
Maharashtra,MH,Osmanabad,36,2140,Umarga
Maharashtra,MH,Osmanabad,36,2396,Washi(Thane Market)
Maharashtra,MH,Parbhani,27,4765,Bori
Maharashtra,MH,Parbhani,27,1473,Gangakhed
Maharashtra,MH,Parbhani,27,10106,Hari Har Khajagi Bazar Parisar
Maharashtra,MH,Parbhani,27,591,Jintur
Maharashtra,MH,Parbhani,27,2502,Jintur(Bori)
Maharashtra,MH,Parbhani,27,1474,Manwat
Maharashtra,MH,Parbhani,27,2089,Palam
Maharashtra,MH,Parbhani,27,592,Parbhani
Maharashtra,MH,Parbhani,27,2087,Pathari
Maharashtra,MH,Parbhani,27,2086,Purna
Maharashtra,MH,Parbhani,27,10089,Samartha Krushi Bajar Private Limited
Maharashtra,MH,Parbhani,27,1475,Selu
Maharashtra,MH,Parbhani,27,10102,Shree Salasar Krushi Bazar
Maharashtra,MH,Parbhani,27,4759,Sirsam
Maharashtra,MH,Parbhani,27,2390,Sonpeth
Maharashtra,MH,Parbhani,27,2088,Tadkalas
Maharashtra,MH,Pune,14,576,Baramati
Maharashtra,MH,Pune,14,2077,Bhor
Maharashtra,MH,Pune,14,1454,Dound
Maharashtra,MH,Pune,14,1171,Indapur
Maharashtra,MH,Pune,14,2491,Indapur(Bhigwan)
Maharashtra,MH,Pune,14,3964,Indapur(Nimgaon Ketki)
Maharashtra,MH,Pune,14,1455,Junnar
Maharashtra,MH,Pune,14,3958,Junnar(Alephata)
Maharashtra,MH,Pune,14,3959,Junnar(Bhlhe)
Maharashtra,MH,Pune,14,3960,Junnar(Narayangaon)
Maharashtra,MH,Pune,14,2492,Junnar(Otur)
Maharashtra,MH,Pune,14,173,Khed
Maharashtra,MH,Pune,14,2493,Khed(Chakan)
Maharashtra,MH,Pune,14,4753,Khed(Shel Pimpalgaon)
Maharashtra,MH,Pune,14,577,Maanachar
Maharashtra,MH,Pune,14,2385,Mulshi
Maharashtra,MH,Pune,14,1456,Nira
Maharashtra,MH,Pune,14,3113,Nira(Saswad)
Maharashtra,MH,Pune,14,172,Pune
Maharashtra,MH,Pune,14,3110,Pune(Hadapsar)
Maharashtra,MH,Pune,14,2495,Pune(Khadiki)
Maharashtra,MH,Pune,14,4751,Pune(Manjri)
Maharashtra,MH,Pune,14,4752,Pune(Moshi)
Maharashtra,MH,Pune,14,2494,Pune(Pimpri)
Maharashtra,MH,Pune,14,1827,Shirur
Maharashtra,MH,Pune,14,2078,Talegaon Dabhade
Maharashtra,MH,Raigad,28,1424,Alibagh
Maharashtra,MH,Raigad,28,1425,Karjat(Raigad)
Maharashtra,MH,Raigad,28,2062,Khalanpur
Maharashtra,MH,Raigad,28,2063,Mahad
Maharashtra,MH,Raigad,28,2064,Mangaon
Maharashtra,MH,Raigad,28,2065,Murud
Maharashtra,MH,Raigad,28,1799,Panvel
Maharashtra,MH,Raigad,28,2066,Pen
Maharashtra,MH,Raigad,28,1426,Roha
Maharashtra,MH,Ratnagiri,29,1823,Ratnagiri (Nachane)
Maharashtra,MH,Sangli,15,2079,Aatpadi
Maharashtra,MH,Sangli,15,1457,Islampur
Maharashtra,MH,Sangli,15,2081,Palus
Maharashtra,MH,Sangli,15,174,Sangli
Maharashtra,MH,Sangli,15,3117,Sangli(Miraj)
Maharashtra,MH,Sangli,15,2496,"Sangli(Phale, Bhajipura Market)"
Maharashtra,MH,Sangli,15,4756,Shirala
Maharashtra,MH,Sangli,15,1811,Tasgaon
Maharashtra,MH,Sangli,15,2080,Vita
Maharashtra,MH,Satara,30,1458,Dahivadi
Maharashtra,MH,Satara,30,2082,Jawali
Maharashtra,MH,Satara,30,1459,Karad
Maharashtra,MH,Satara,30,1460,Koregaon
Maharashtra,MH,Satara,30,578,Lonand
Maharashtra,MH,Satara,30,1461,Palthan
Maharashtra,MH,Satara,30,1831,Patan
Maharashtra,MH,Satara,30,1462,Satara
Maharashtra,MH,Satara,30,1463,Vaduj
Maharashtra,MH,Satara,30,1464,Vai
Maharashtra,MH,Sholapur,16,1805,Akkalkot
Maharashtra,MH,Sholapur,16,1806,Akluj
Maharashtra,MH,Sholapur,16,175,Barshi
Maharashtra,MH,Sholapur,16,2497,Barshi(Vairag)
Maharashtra,MH,Sholapur,16,3971,Dudhani
Maharashtra,MH,Sholapur,16,1465,Karmala
Maharashtra,MH,Sholapur,16,1466,Kurdwadi
Maharashtra,MH,Sholapur,16,2498,Kurdwadi(Modnimb)
Maharashtra,MH,Sholapur,16,10079,Laxmi Sopan Agriculture Produce Marketing Co Ltd
Maharashtra,MH,Sholapur,16,1467,Mangal Wedha
Maharashtra,MH,Sholapur,16,2083,Mohol
Maharashtra,MH,Sholapur,16,579,Pandharpur
Maharashtra,MH,Sholapur,16,10111,Perfect Krishi Market Yard Pvt Ltd
Maharashtra,MH,Sholapur,16,580,Sangola
Maharashtra,MH,Sholapur,16,176,Solapur
Maharashtra,MH,Sindhudurg,31,2070,Sindhudurg
Maharashtra,MH,Thane,17,1427,Bhivandi
Maharashtra,MH,Thane,17,2071,Dahanu
Maharashtra,MH,Thane,17,177,Kalyan
Maharashtra,MH,Thane,17,3963,Kalyan(Cattle Market)
Maharashtra,MH,Thane,17,2067,Murbad
Maharashtra,MH,Thane,17,2068,Palghar
Maharashtra,MH,Thane,17,2069,Shahapur
Maharashtra,MH,Thane,17,1429,Ulhasnagar
Maharashtra,MH,Thane,17,1428,Vasai
Maharashtra,MH,Vashim,33,10113,Jai Gajanan Krishi Bazar
Maharashtra,MH,Vashim,33,593,Karanja
Maharashtra,MH,Vashim,33,10094,Krushna Krishi Bazar
Maharashtra,MH,Vashim,33,2110,Malegaon(Vashim)
Maharashtra,MH,Vashim,33,1492,Mangrulpeer
Maharashtra,MH,Vashim,33,1493,Manora
Maharashtra,MH,Vashim,33,10084,N N Mundhada Agriculture Market Produce
Maharashtra,MH,Vashim,33,1494,Risod
Maharashtra,MH,Vashim,33,10115,Shetkari Krushi Bazar
Maharashtra,MH,Vashim,33,10099,Shri Balaji krishi Utpanna Bazar Samiti
Maharashtra,MH,Vashim,33,1800,Washim
Maharashtra,MH,Vashim,33,2509,Washim(Ansing)
Maharashtra,MH,Wardha,18,10067,Arihant Krishi Utpan Bazar
Maharashtra,MH,Wardha,18,1508,Arvi
Maharashtra,MH,Wardha,18,2119,Ashti
Maharashtra,MH,Wardha,18,2513,Ashti(Karanja)
Maharashtra,MH,Wardha,18,10081,Higanghat Infrastructure Private Limited
Maharashtra,MH,Wardha,18,178,Hinganghat
Maharashtra,MH,Wardha,18,1509,Pulgaon
Maharashtra,MH,Wardha,18,10077,Sai Agro Infratrade Pvt Agri Market
Maharashtra,MH,Wardha,18,2120,Samudrapur
Maharashtra,MH,Wardha,18,1510,Sindi
Maharashtra,MH,Wardha,18,3969,Sindi(Selu)
Maharashtra,MH,Wardha,18,1804,Wardha
Maharashtra,MH,Yavatmal,32,2391,Aarni
Maharashtra,MH,Yavatmal,32,2107,Babhulgaon
Maharashtra,MH,Yavatmal,32,10069,Balaji Krushi Market
Maharashtra,MH,Yavatmal,32,2103,Bori Arab
Maharashtra,MH,Yavatmal,32,10110,Cottoncity Agro Foods Private Ltd
Maharashtra,MH,Yavatmal,32,1486,Darwha
Maharashtra,MH,Yavatmal,32,600,Digras
Maharashtra,MH,Yavatmal,32,1487,Ghatanji
Maharashtra,MH,Yavatmal,32,10070,Jagdamba Agrocare
Maharashtra,MH,Yavatmal,32,2109,Kalamb
Maharashtra,MH,Yavatmal,32,10062,Kisan Market Yard
Maharashtra,MH,Yavatmal,32,1488,Mahagaon
Maharashtra,MH,Yavatmal,32,10068,Mahavir Agriculture Produce Market
Maharashtra,MH,Yavatmal,32,10061,Mahavira Agricare
Maharashtra,MH,Yavatmal,32,10101,"Mahesh Krushi Utpanna Bazar, Digras"
Maharashtra,MH,Yavatmal,32,2104,Maregoan
Maharashtra,MH,Yavatmal,32,2105,Ner Parasopant
Maharashtra,MH,Yavatmal,32,1489,Pandhakawada
Maharashtra,MH,Yavatmal,32,1490,Pusad
Maharashtra,MH,Yavatmal,32,2106,Ralegaon
Maharashtra,MH,Yavatmal,32,10078,Ramdev Krushi Bazaar
Maharashtra,MH,Yavatmal,32,10104,Renukadevi Private Market Yard
Maharashtra,MH,Yavatmal,32,10080,Shekari Krushi Khajgi Bazar
Maharashtra,MH,Yavatmal,32,2508,Umarked(Danki)
Maharashtra,MH,Yavatmal,32,1491,Umarkhed
Maharashtra,MH,Yavatmal,32,601,Vani
Maharashtra,MH,Yavatmal,32,602,Yeotmal
Maharashtra,MH,Yavatmal,32,2108,ZariZamini
Manipur,MN,Bishnupur,2,609,Bishenpur
Manipur,MN,Chandel,3,1101,Moreh
Manipur,MN,Imphal East,9,179,Lamlong Bazaar
Manipur,MN,Imphal West,1,608,Imphal
Manipur,MN,Thoubal,7,1172,Thoubal
Meghalaya,MG,East Garo Hills,2,2049,Williamnagar
Meghalaya,MG,East Jaintia Hills,8,3988,Khliehriat
Meghalaya,MG,East Khasi Hills,1,152,Mawiong Regulated Market
Meghalaya,MG,East Khasi Hills,1,2050,Shillong
Meghalaya,MG,East Khasi Hills,1,3985,Sohra
Meghalaya,MG,Nongpoh (R-Bhoi),4,847,Nongpoh (R-Bhoi)
Meghalaya,MG,South Garo Hills,5,568,Baghmara
Meghalaya,MG,South Garo Hills,5,3991,Gasuapara
Meghalaya,MG,South West Garo Hills,9,3993,Ampati
Meghalaya,MG,South West Khasi Hills,10,2051,Mawkyrwat
Meghalaya,MG,West Garo Hills,6,1168,Dadengiri
Meghalaya,MG,West Garo Hills,6,2047,Garobadha
Meghalaya,MG,West Garo Hills,6,3992,Rongram
Meghalaya,MG,West Garo Hills,6,1169,Tura
Meghalaya,MG,West Jaintia Hills,3,3986,Dawki
Meghalaya,MG,West Jaintia Hills,3,567,Jowai
Meghalaya,MG,West Jaintia Hills,3,3989,Laskein
Meghalaya,MG,West Jaintia Hills,3,3990,Wahiajer
Meghalaya,MG,West Khasi Hills,7,2048,Nongstoin
Mizoram,MZ,Aizawl,1,612,Champhai
Mizoram,MZ,Aizawl,1,202,Dawrpuri
Mizoram,MZ,Aizawl,1,611,Kolasib
Mizoram,MZ,Aizawl,1,1861,Mission
Mizoram,MZ,Aizawl,1,201,New Market Aizawl
Mizoram,MZ,Aizawl,1,1173,Serchhip
Mizoram,MZ,Aizawl,1,610,Vairengte
Mizoram,MZ,Kolasib,5,2142,Bairabi
Mizoram,MZ,Lungli,2,203,Lungli
Mizoram,MZ,Lungli,2,204,Super Market Lungli (Bara Bazar)
Mizoram,MZ,Mamit,4,2141,Kanhmun
Nagaland,NG,Dimapur,8,613,4th Mile Dimapur
Nagaland,NG,Dimapur,8,1868,Dimapur
Nagaland,NG,Dimapur,8,1869,Kuhuboto
Nagaland,NG,Dimapur,8,4246,Niuland
Nagaland,NG,Kiphire,11,4251,Kipheri
Nagaland,NG,Kohima,1,206,Jalukie
Nagaland,NG,Kohima,1,205,Khuzama
Nagaland,NG,Kohima,1,1873,Kohima
Nagaland,NG,Kohima,1,4248,Tseminyu
Nagaland,NG,Longleng,10,4250,Longleng
Nagaland,NG,Mokokchung,3,8208,Mangkolemba
Nagaland,NG,Mokokchung,3,615,Mokokchung Town
Nagaland,NG,Mokokchung,3,4247,Tuli
Nagaland,NG,Mon,4,616,Naginimora
Nagaland,NG,Peren,9,4252,Tenning
Nagaland,NG,Phek,2,207,Pfatsero
Nagaland,NG,Phek,2,1871,Phek
Nagaland,NG,Tuensang,5,1872,Tuensang
Nagaland,NG,Wokha,6,4249,Baghry
Nagaland,NG,Wokha,6,614,Wokha Town
Nagaland,NG,Zunheboto,7,1174,Aizuto
Nagaland,NG,Zunheboto,7,4245,Ghathashi
Nagaland,NG,Zunheboto,7,1870,Zunheboto
NCT of Delhi,DL,Delhi,1,4747,Azadpur
NCT of Delhi,DL,Delhi,1,1797,"Fish,Poultry & Egg Market, Gazipur"
NCT of Delhi,DL,Delhi,1,2941,"Flower Market, Canaught Place(Pr. Yard,Mehrauli)"
NCT of Delhi,DL,Delhi,1,2940,"Flower Market, Fatehpuri(Principal Yard, Mehrauli)"
NCT of Delhi,DL,Delhi,1,1795,"Flower Market,Gazipur"
NCT of Delhi,DL,Delhi,1,1796,"Fodder Market, Mangolpuri"
NCT of Delhi,DL,Delhi,1,445,Keshopur
NCT of Delhi,DL,Delhi,1,1798,"Khoya Market, Kashmiri Gate"
NCT of Delhi,DL,Delhi,1,49,Najafgarh
NCT of Delhi,DL,Delhi,1,48,Narela
NCT of Delhi,DL,Delhi,1,446,Shahdara
Odisha,OR,Angul,1,3917,Angaura
Odisha,OR,Angul,1,208,Angul
Odisha,OR,Angul,1,3119,Angul(Atthamallick)
Odisha,OR,Angul,1,3118,Angul(Jarapada)
Odisha,OR,Angul,1,4265,Pallahara
Odisha,OR,Angul,1,1673,Talcher
Odisha,OR,Balasore,16,1175,Bampada
Odisha,OR,Balasore,16,3912,Barikpur
Odisha,OR,Balasore,16,1671,Jaleswar
Odisha,OR,Balasore,16,4264,Nilagiri
Odisha,OR,Bargarh,2,209,Attabira
Odisha,OR,Bargarh,2,210,Bargarh
Odisha,OR,Bargarh,2,3121,Bargarh(Barapalli)
Odisha,OR,Bargarh,2,3913,Godabhaga
Odisha,OR,Bargarh,2,619,Padampur
Odisha,OR,Bargarh,2,3920,Sohela
Odisha,OR,Bhadrak,3,211,Bhadrak
Odisha,OR,Bhadrak,3,1684,Chandabali
Odisha,OR,Bhadrak,3,3914,Sahidngar
Odisha,OR,Bolangir,4,621,Bolangir
Odisha,OR,Bolangir,4,3126,Bolangir(Patnagarh)
Odisha,OR,Bolangir,4,213,Kantabaji
Odisha,OR,Bolangir,4,3907,Tusura
Odisha,OR,Boudh,26,1665,Boudh
Odisha,OR,Boudh,26,3909,Khunthabandha
Odisha,OR,Cuttack,5,4263,Athagarh
Odisha,OR,Cuttack,5,1675,Banki
Odisha,OR,Cuttack,5,1660,Kendupatna
Odisha,OR,Cuttack,5,3129,Kendupatna(Niali)
Odisha,OR,Deogarh,27,1676,Deogarh
Odisha,OR,Deogarh,27,3921,Tileibani
Odisha,OR,Dhenkanal,17,1672,Dhenkanal
Odisha,OR,Dhenkanal,17,4266,Hindol
Odisha,OR,Dhenkanal,17,1674,Kamakhyanagar
Odisha,OR,Dhenkanal,17,3915,Mottagaon
Odisha,OR,Gajapati,28,3908,Kasinagar
Odisha,OR,Gajapati,28,1663,Parlakhemundi
Odisha,OR,Ganjam,18,1664,Bhanjanagar
Odisha,OR,Ganjam,18,1774,Digapahandi
Odisha,OR,Ganjam,18,1685,Hinjilicut
Odisha,OR,Jagatsinghpur,29,1661,Jagatsinghpur
Odisha,OR,Jagatsinghpur,29,4262,Rahama
Odisha,OR,Jajpur,7,215,Jajpur
Odisha,OR,Jajpur,7,3918,Jhumpura
Odisha,OR,Jharsuguda,30,1259,Jharsuguda
Odisha,OR,Kalahandi,8,218,Bhawanipatna
Odisha,OR,Kalahandi,8,216,Junagarh
Odisha,OR,Kalahandi,8,3125,Kalahandi(Dharamagarh)
Odisha,OR,Kalahandi,8,217,Kesinga
Odisha,OR,Kalahandi,8,1686,Mukhiguda
Odisha,OR,Kandhamal,9,1682,Kandhamal
Odisha,OR,Kandhamal,9,219,Tikabali
Odisha,OR,Kendrapara,31,4258,Chatta Krushak Bazar
Odisha,OR,Kendrapara,31,4256,Gopa
Odisha,OR,Kendrapara,31,214,Kendrapara
Odisha,OR,Kendrapara,31,3127,Kendrapara(Marshaghai)
Odisha,OR,Kendrapara,31,4257,Pattamundai
Odisha,OR,Keonjhar,19,1680,Anandapur
Odisha,OR,Keonjhar,19,1679,Champua
Odisha,OR,Keonjhar,19,1678,Keonjhar
Odisha,OR,Keonjhar,19,3128,Keonjhar(Dhekikote)
Odisha,OR,Keonjhar,19,3122,Keonjhar(Jhumpura)
Odisha,OR,Keonjhar,19,3919,Saharpada
Odisha,OR,Khurda,32,4267,Aiginia Mandi
Odisha,OR,Khurda,32,1681,Balugaon
Odisha,OR,Khurda,32,4259,Damana Hat
Odisha,OR,Khurda,32,4261,Garadipanchan
Odisha,OR,Khurda,32,1176,Jatni
Odisha,OR,Khurda,32,4260,Pratap Rudrapur
Odisha,OR,Koraput,10,222,Jeypore
Odisha,OR,Koraput,10,3124,Jeypore(Kotpad)
Odisha,OR,Koraput,10,617,Koraput
Odisha,OR,Koraput,10,1862,Koraput(Semilguda)
Odisha,OR,Malkangiri,33,220,Malkanagiri
Odisha,OR,Malkangiri,33,3130,Malkangiri(Korakunda)
Odisha,OR,Mayurbhanja,20,618,Baripada
Odisha,OR,Mayurbhanja,20,1677,Betnoti
Odisha,OR,Mayurbhanja,20,4255,Chuliaposi
Odisha,OR,Mayurbhanja,20,1670,Karanjia
Odisha,OR,Mayurbhanja,20,3911,Saraskana
Odisha,OR,Mayurbhanja,20,1669,Udala
Odisha,OR,Nayagarh,35,1177,Bahadajholla
Odisha,OR,Nayagarh,35,3916,Sarankul
Odisha,OR,Nowarangpur,12,3131,Nabarangpur(Umerkote)
Odisha,OR,Nowarangpur,12,223,Nawarangpur
Odisha,OR,Nuapada,34,4253,Khariar
Odisha,OR,Nuapada,34,620,Khariar Road
Odisha,OR,Puri,13,3924,Dumal
Odisha,OR,Puri,13,3923,Gabadkunda
Odisha,OR,Puri,13,1662,Nimapara
Odisha,OR,Puri,13,3132,Puri(Brahmagiri)
Odisha,OR,Puri,13,224,Sakhigopal
Odisha,OR,Rayagada,14,221,Gunpur
